"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","pol","uvi","mepaqi","pm1","time_estern"
"5800","Nonakacho, Hitachiomiya, Ibaraki",8,6609,36.5551358,140.402349,"http://aqicn.org/city/japan/hitachiomiyashi/omiyanonaka/","pm10","2017-03-27 12:00:00","+09:00",0.32,86,1019,8,1.5,2.8,13,NA,34.4,0.59,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5801","Ko, Chikusei, Ibaraki",9,6610,36.3098353,139.9763877,"http://aqicn.org/city/japan/zhuxishi/zhuxibaojiansuo/","pm25","2017-03-27 12:00:00","+09:00",4.73,87,1007,8,1.5,4.7,9,NA,36.8,0.46,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5802","Edosaki, Inashiki, Ibaraki",9,6611,35.9605154,140.3157338,"http://aqicn.org/city/japan/inashikishi/edosakikominkan/","pm25","2017-03-27 12:00:00","+09:00",4.73,87,1007,8,1.5,1.9,9,NA,36.1,0.22,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5803","Hokota, Hokota, Ibaraki",9,6612,36.159576,140.5172166,"http://aqicn.org/city/japan/hokodenshi/hokotahokenjo/","pm25","2017-03-27 12:00:00","+09:00",4.28,86,1006,5,NA,1.9,9,NA,31.2,0.49,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5804","Omuro, Kashiwa, Chiba",5,6614,35.9026539,139.9608333,"http://aqicn.org/city/japan/baishi/baidashi/","pm25","2017-03-27 11:00:00","+09:00",4.73,87,1007,1,2.9,5.6,5,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5805","Anesaki, Ichihara, Chiba",9,6615,35.4784417,140.0504621,"http://aqicn.org/city/japan/ichiharashi/ichiharaanesaki/","pm25","2017-03-27 11:00:00","+09:00",4.84333333333333,86.3333333333333,1007,5,1.5,6.5,9,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5806","Uruido, Ichihara, Chiba",5,6616,35.4983858,140.180088,"http://aqicn.org/city/japan/ichiharashi/ichiharauruido/","pm25","2017-03-27 11:00:00","+09:00",4.84333333333333,86.3333333333333,1007,2,NA,4.7,5,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5807","Uchimodori, Fujisawa, Kanagawa",30,6618,35.4033484,139.4166014,"http://aqicn.org/city/japan/fujisawashi/goshokenshogakko/","pm25","2017-03-27 11:00:00","+09:00",4.86,86,1007,4,1.5,11.2,30,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5808","Hiroekimae, Kure, Hiroshima",38,6619,34.2318879,132.6274557,"http://aqicn.org/city/japan/kureshi/shiratakeshogakko/","pm25","2017-03-27 12:00:00","+09:00",9.74,62,1017,9,1.5,7.5,38,NA,35.2,3.1,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5809","Ishiyamadera, Otsu, Shiga",25,6620,34.9557755,135.9087496,"http://aqicn.org/city/japan/dajinshi/shishan/","pm25","2017-03-27 11:00:00","+09:00",12.61,37,1014,8,NA,7.5,25,2.3,36.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5810","Nishinouchicho, Kishiwada, Osaka Prefecture",21,6621,34.4663758,135.3932464,"http://aqicn.org/city/japan/kishiwadashi/kishiwadachuokoen/","pm25","2017-03-27 11:00:00","+09:00",12.15,40,1014,13,2.9,5.6,21,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5811","Umezonocho, Moriguchi, Osaka Prefecture",NA,6622,34.7300234,135.5611328,"http://aqicn.org/city/japan/shoukoushi/shoukoubaojiansuo/","","2017-03-27 11:00:00","+09:00",12.61,37,1014,14,NA,7.5,21,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5812","Hagurazaki, Izumisano, Osaka Prefecture",38,6623,34.40427,135.2982839,"http://aqicn.org/city/japan/quanzuoyeshi/zuoyezhongxuexiao/","pm25","2017-03-27 11:00:00","+09:00",12.15,40,1014,10,NA,7.5,38,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5813","Higashihagoromo, Takaishi, Osaka Prefecture",34,6624,34.5254167,135.446863,"http://aqicn.org/city/japan/gaoshishi/gaoshizhongxuexiao/","pm25","2017-03-27 11:00:00","+09:00",12.41,50,1014,9,2.9,9.3,34,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5814","Oka, Fujiidera, Osaka Prefecture",53,6625,34.5742828,135.5974765,"http://aqicn.org/city/japan/tengjingsishi/tengjingsishiyisuo/","pm25","2017-03-27 11:00:00","+09:00",12.61,37,1014,9,NA,NA,53,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5815","Ennet der Ach (420 m von B179)",9,6626,47.4475972,10.7441167,"http://aqicn.org/city/austria/ennet-der-ach-420-m-von-b179/","pm10","2017-03-27 03:00:00","+01:00",1.395,77,1024,9,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5816","Freizeitzentrum, Steinergasse",34,6627,47.32664,12.795124,"http://aqicn.org/city/austria/freizeitzentrum--steinergasse/","pm25","2017-03-26 22:00:00","+01:00",1,89,1020,9,NA,4.6,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5817","Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",65,6628,48.2125,15.634167,"http://aqicn.org/city/austria/eybnerstrasse--hinter-d.-gran-str.-16--sportpl.-sonderschule/","pm25","2017-03-26 21:00:00","+01:00",6.13,52,1025,25,1.6,30.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5818","Amlacher Kreuzung",12,6629,46.827732,12.765622,"http://aqicn.org/city/austria/amlacher-kreuzung/","pm10","2017-03-27 03:00:00","+01:00",-0.565,87.5,1020,12,NA,5.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5819","Rabassa, Alacant, Valencia",46,6630,38.351111111111,-0.51388888888889,"http://aqicn.org/city/spain/valencia/alacant/rabassa/","pm25","2017-03-27 00:00:00","+01:00",14.15,67,988.65,11,1.6,4.6,46,0.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5820","Elda, Valencia",55,6631,38.445,-0.80638888888889,"http://aqicn.org/city/spain/valencia/elda/","pm25","2017-03-27 00:00:00","+01:00",12.15,81,1016,16,1.6,2.8,55,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5821","C.P.Ochando, Almassora, Valencia",13,6632,39.945277777778,-0.056388888888889,"http://aqicn.org/city/spain/valencia/almassora/c.p.ochando/","pm25","2017-03-27 00:00:00","+01:00",14.15,67,988.65,4,3.6,39.4,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5822","Benicassim, Valencia",5,6633,-0.072777777777778,40.062222222222,"http://aqicn.org/city/spain/valencia/benicassim/","pm25","2017-03-27 00:00:00","+01:00",4.16,81,983.98,2,1.6,4.2,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5823","Burriana, Valencia",30,6634,39.892222222222,-0.065,"http://aqicn.org/city/spain/valencia/burriana/","pm25","2017-03-27 00:00:00","+01:00",14.15,67,1017,8,2.1,7.4,30,0.1,13,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5824","Vinaròs Plataforma, Valencia",47,6635,40.383333333333,-0.70916666666667,"http://aqicn.org/city/spain/valencia/vinaros-plataforma/","o3","2017-03-26 21:00:00","+01:00",14.15,76,988.65,NA,2.6,2.3,NA,NA,47.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5825","Vinaròs Planta, Valencia",28,6636,40.546111111111,-0.425,"http://aqicn.org/city/spain/valencia/vinaros-planta/","o3","2017-03-26 20:00:00","+01:00",14.15,82,988.65,2,2.1,6.4,5,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5826","Pista de Silla, València, Valencia",31,6637,39.458055555556,-0.37666666666667,"http://aqicn.org/city/spain/valencia/valencia/pista-de-silla/","o3","2017-03-27 00:00:00","+01:00",14.15,67,988.65,3,1.6,8.3,13,0.1,31.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5827","Molí del Sol, València, Valencia",36,6638,39.481111111111,-0.40833333333333,"http://aqicn.org/city/spain/valencia/valencia/moli-del-sol/","o3","2017-03-27 00:00:00","+01:00",13.61,100,1018.75,2,2.1,1.4,9,0.1,36.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5828","Avd. Francia, València, Valencia",32,6639,39.4575,-0.34277777777778,"http://aqicn.org/city/spain/valencia/valencia/avd.-francia/","o3","2017-03-27 00:00:00","+01:00",14.15,67,988.65,NA,1.6,11,NA,0.1,32.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5829","Politècnic, València, Valencia",32,6640,39.479722222222,-0.3375,"http://aqicn.org/city/spain/valencia/valencia/politecnic/","o3","2017-03-27 00:00:00","+01:00",14.15,67,988.65,6,1.6,8.7,21,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5830","Buñol, Valencia",32,6641,39.427222222222,-0.78388888888889,"http://aqicn.org/city/spain/valencia/bunol/","o3","2017-03-26 21:00:00","+01:00",14.15,76,1017,10,1.6,7.8,25,0.1,32.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5831","Caudete de las Fuentes, Valencia",42,6642,39.56,-1.2827777777778,"http://aqicn.org/city/spain/valencia/caudete-de-las-fuentes/","pm25","2017-03-27 00:00:00","+01:00",14.15,67,1017,11,3.1,1.9,42,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5832","Albalat dels Tarongers, Valencia",35,6643,39.705277777778,-0.33666666666667,"http://aqicn.org/city/spain/valencia/albalat-dels-tarongers/","o3","2017-03-26 21:00:00","+01:00",14.15,76,1017,1,2.6,1.9,5,0.1,35.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5833","Quart de Poblet, Valencia",45,6644,39.481111111111,-0.44722222222222,"http://aqicn.org/city/spain/valencia/quart-de-poblet/","o3","2017-03-27 00:00:00","+01:00",13.15,76,988.65,8,1.6,1,17,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5834","CEA, Sagunt, Valencia",34,6645,-0.26638888888889,39.632777777778,"http://aqicn.org/city/spain/valencia/sagunt/cea/","o3","2017-03-27 00:00:00","+01:00",14.15,67,988.65,2,1.6,1.9,9,0.1,33.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5835","Villar del Arzobispo, Valencia",40,6646,39.708055555556,-0.83194444444444,"http://aqicn.org/city/spain/valencia/villar-del-arzobispo/","o3","2017-03-27 00:00:00","+01:00",14.15,67,1017,8,1.6,2.8,30,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5836","Ponteareas, Galicia",4,6647,42.181389,-8.523689,"http://aqicn.org/city/spain/galicia/ponteareas/","co",NA,"2016-12-01 06:00:00",15,77,1023,30,1,17,70,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5837","Alsasua, Navarra",44,6648,42.8956348,-2.1708139,"http://aqicn.org/city/spain/navarra/alsasua/","o3","2017-03-27 02:00:00","+01:00",12.19,50,987.27,7,1.6,1.4,NA,NA,43.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5838","Funes, Navarra",33,6649,42.3145417,-1.801367,"http://aqicn.org/city/spain/navarra/funes/","o3","2017-03-27 03:00:00","+01:00",11.15,50,1014,4,4.6,2.3,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5839","Lesaka, Navarra",NA,6650,43.2473876,-1.7021937,"http://aqicn.org/city/spain/navarra/lesaka/","","2015-10-16 09:00:00","+0100",16.07,44,1016,25,3.1,6,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5840","Olite, Navarra",35,6651,42.481425,-1.6509768,"http://aqicn.org/city/spain/navarra/olite/","o3","2017-03-27 03:00:00","+01:00",11.15,50,1014,10,NA,3.2,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5841","Iturrama, Pamplona, Navarra",39,6652,42.8051351,-1.6536803,"http://aqicn.org/city/spain/navarra/pamplona/iturrama/","o3","2017-03-27 03:00:00","+01:00",12.87,50,987.27,4,0.6,1.9,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5842","Plaza de la Cruz, Pamplona, Navarra",40,6653,42.7890631,-1.6167046,"http://aqicn.org/city/spain/navarra/pamplona/plaza-de-la-cruz/","o3","2017-03-27 03:00:00","+01:00",12.87,50,987.27,15,1.6,1.4,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5843","Rotxapea, Pamplona, Navarra",40,6654,42.8273526,-1.6506012,"http://aqicn.org/city/spain/navarra/pamplona/rotxapea/","o3","2017-03-27 03:00:00","+01:00",12.87,50,987.27,6,1.6,1.9,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5844","Sangüesa, Navarra",38,6655,42.5744349,-1.2830851,"http://aqicn.org/city/spain/navarra/sanguesa/","o3","2017-03-27 02:00:00","+01:00",11.15,50,1014,6,1.1,0.5,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5845","Tudela, Navarra",33,6656,-1.6063169,42.0613816,"http://aqicn.org/city/spain/navarra/tudela/","o3","2017-03-27 03:00:00","+01:00",11.15,50,1014,15,1.6,3.7,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5846","Escuela de Minas, Cantabria",10,6657,43.3375353,-4.0505122,"http://aqicn.org/city/spain/cantabria/escuela-de-minas/","pm10","2017-03-27 03:00:00","+01:00",12.15,71,1010,10,0.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5847","Barreda, Cantabria",19,6658,43.372247,-4.040786,"http://aqicn.org/city/spain/cantabria/barreda/","pm10","2017-03-27 03:00:00","+01:00",12.15,71,1010,19,0.6,11.5,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5848","Guarnizo, Cantabria",15,6659,43.3972299,-3.8301298,"http://aqicn.org/city/spain/cantabria/guarnizo/","pm10","2017-03-27 03:00:00","+01:00",12.15,71,1010,15,0.6,5.1,NA,0.1,22,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5849","Santander Centro, Cantabria",20,6660,43.4584327,-3.8228077,"http://aqicn.org/city/spain/cantabria/santander-centro/","pm10","2017-03-27 03:00:00","+01:00",12.15,71,1010,20,1.6,6.4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5850","Tetuán, Cantabria",30,6661,-3.7929071,43.4660983,"http://aqicn.org/city/spain/cantabria/tetuan/","o3","2017-03-27 03:00:00","+01:00",12.15,71,1010,16,0.6,1.9,NA,0.1,29.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5851","Reinosa, Cantabria",34,6662,42.9995287,-4.1392622,"http://aqicn.org/city/spain/cantabria/reinosa/","pm10","2017-03-27 01:00:00","+01:00",14.15,62,1010,34,0.3,6.1,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5852","Los Tojos, Cantabria",36,6663,43.154223,-4.2541657,"http://aqicn.org/city/spain/cantabria/los-tojos/","o3","2017-03-27 03:00:00","+01:00",12.15,71,1010,8,0.3,1.4,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5853","Corrales de Buelna, Cantabria",25,6664,43.2597761,-4.0669902,"http://aqicn.org/city/spain/cantabria/corrales-de-buelna/","o3","2017-03-27 03:00:00","+01:00",12.15,71,1010,11,0.6,4.2,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5854","Castro Urdiales, Cantabria",36,6665,43.3688221,-3.2156354,"http://aqicn.org/city/spain/cantabria/castro-urdiales/","o3","2017-03-27 03:00:00","+01:00",13.05,54,1012,7,2.1,0.5,NA,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5855","Parque Zapatón, Cantabria",26,6666,43.3488503,-4.0501505,"http://aqicn.org/city/spain/cantabria/parque-zapaton/","o3","2017-03-27 03:00:00","+01:00",12.15,71,1010,11,1.1,3.7,NA,0.1,25.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5856","Cros, Cantabria",18,6667,43.406667,-3.883333,"http://aqicn.org/city/spain/cantabria/cros/","pm10","2017-03-27 03:00:00","+01:00",12.15,71,1010,18,0.6,7.4,NA,0.1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5857","Amposta, Catalunya",15,6668,40.706707,0.5816515,"http://aqicn.org/city/spain/catalunya/amposta/","o3",NA,"2017-03-24 22:00:00",6,100,1012,12,NA,19,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5858","Barcelona (Eixample), Catalunya",23,6669,41.38534,2.153822,"http://aqicn.org/city/spain/catalunya/barcelona-eixample/","o3",NA,"2017-03-24 22:00:00",8,93,1012,16,NA,16,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5859","Bellver de Cerdanya, Catalunya",33,6670,42.368317,1.7767832,"http://aqicn.org/city/spain/catalunya/bellver-de-cerdanya/","o3",NA,"2017-03-24 22:00:00",9,93,1010,9,NA,3,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5860","Berga, Catalunya",35,6671,1.8482373,42.09791,"http://aqicn.org/city/spain/catalunya/berga/","o3",NA,"2017-03-24 22:00:00",9,93,1010,8,NA,5,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5861","Castellet i la Gornal (Clariana), Catalunya",NA,6672,41.24489,1.6177046,"http://aqicn.org/city/spain/catalunya/castellet-i-la-gornal-clariana/","","2017-03-24 22:00:00","+01:00",7.82,93,1012,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5862","Montcada i Reixac (Can Sant Joan), Catalunya",NA,6674,41.4698,2.1842334,"http://aqicn.org/city/spain/catalunya/montcada-i-reixac-can-sant-joan/","","","+0100",19.32,88,1013,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5863","Reus, Catalunya",17,6675,41.15078,1.1201719,"http://aqicn.org/city/spain/catalunya/reus/","o3",NA,"2017-03-24 22:00:00",6,100,1012,15,NA,9,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5864","Rubí (Ca n'Oriol), Catalunya",31,6676,41.492085,2.0424972,"http://aqicn.org/city/spain/catalunya/rubi-ca-noriol/","o3",NA,"2017-03-24 22:00:00",8,93,1012,15,NA,7,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5865","Sant Adrià de Besòs, Catalunya",32,6677,41.42562,2.2222447,"http://aqicn.org/city/spain/catalunya/sant-adria-de-besos/","o3",NA,"2017-03-24 22:00:00",8,93,1012,20,NA,4,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5866","Sant Celoni, Catalunya",25,6678,41.68905,2.4957466,"http://aqicn.org/city/spain/catalunya/sant-celoni/","o3",NA,"2017-03-24 22:00:00",9,93,1010,13,NA,4,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5867","Sant Vicenç dels Horts, Catalunya",29,6679,2.0098023,41.39216,"http://aqicn.org/city/spain/catalunya/sant-vicenc-dels-horts/","o3",NA,"2017-03-24 22:00:00",8,93,1012,21,NA,9,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5868","Lleida, Catalunya",23,6682,41.615795,0.6157259,"http://aqicn.org/city/spain/catalunya/lleida/","o3",NA,"2017-03-24 21:00:00",5,98,961,21,NA,14,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5869","Manresa, Catalunya",28,6683,41.73028,1.8253064,"http://aqicn.org/city/spain/catalunya/manresa/","o3",NA,"2017-03-24 22:00:00",9,93,1010,18,NA,13,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5870","Mataró, Catalunya",35,6684,2.4432538,41.54716,"http://aqicn.org/city/spain/catalunya/mataro/","o3",NA,"2017-03-24 22:00:00",9,93,1010,10,NA,4,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5871","Montcada i Reixac, Catalunya",36,6685,41.482018,2.1882966,"http://aqicn.org/city/spain/catalunya/montcada-i-reixac/","o3",NA,"2017-03-24 22:00:00",9,93,1010,17,NA,2,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5872","Tarragona (Bonavista), Catalunya",NA,6686,41.11588,1.1919755,"http://aqicn.org/city/spain/catalunya/tarragona-bonavista/","","2017-03-24 19:00:00","+01:00",9.65,87,1012.5,NA,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5873","Vandellòs (Barranc del Terme), Catalunya",NA,6687,40.939552,0.831337,"http://aqicn.org/city/spain/catalunya/vandellos-barranc-del-terme/","","2017-03-24 21:00:00","+01:00",8.98666666666667,93,1010,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5874","Vandellòs (Els Dedalts), Catalunya",NA,6688,41.008213,0.8310847,"http://aqicn.org/city/spain/catalunya/vandellos-els-dedalts/","","2017-03-24 21:00:00","+01:00",6.15,100,1012,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5875","Vilafranca del Penedès, Catalunya",37,6689,41.346825,1.6865755,"http://aqicn.org/city/spain/catalunya/vilafranca-del-penedes/","o3",NA,"2017-03-24 22:00:00",8,93,1012,13,NA,1,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5876","Vila-seca, Catalunya",25,6690,41.11209,1.1518244,"http://aqicn.org/city/spain/catalunya/vila-seca/","o3",NA,"2017-03-24 22:00:00",6,100,1012,NA,NA,9,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5877","Cangas, Asturias",12,6691,43.1773837,-6.5498404,"http://aqicn.org/city/spain/asturias/cangas/","o3","2017-03-27 05:00:00","+01:00",3.81,87,NA,4,1.6,1.4,NA,0.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5878","Llaranes, Asturias",34,6692,43.5489861,-5.8972205,"http://aqicn.org/city/spain/asturias/llaranes/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,15,9.2,15.1,34,0.1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5879","Llano Ponte, Asturias",34,6693,43.5542826,-5.9182319,"http://aqicn.org/city/spain/asturias/llano-ponte/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,10,3.6,11,34,0.1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5880","Plaza Guitarra, Asturias",34,6694,43.558816,-5.9278892,"http://aqicn.org/city/spain/asturias/plaza-guitarra/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,21,2.1,12.8,34,0.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5881","Mieres, Asturias",25,6695,43.3613953,-5.8593267,"http://aqicn.org/city/spain/asturias/mieres/","pm25","2017-03-27 04:00:00","+01:00",4.21,84.5,1010,10,4.6,4.2,25,0.1,9.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5882","Sama, Asturias",25,6696,43.3613953,-5.8593267,"http://aqicn.org/city/spain/asturias/sama/","pm25","2017-03-27 04:00:00","+01:00",3.76,86,1010,24,2.6,6.4,25,0.1,13.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5883","La Felguera, Asturias",25,6697,43.3613953,-5.8593267,"http://aqicn.org/city/spain/asturias/la-felguera/","pm25","2017-03-27 04:00:00","+01:00",4.21,84.5,1010,11,1.1,4.6,25,0.1,12.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5884","Meriñán, Asturias",28,6698,-5.8593267,43.3613953,"http://aqicn.org/city/spain/asturias/merinan/","pm10","2017-03-27 05:00:00","+01:00",3.76,86,1010,28,4.1,4.7,25,0.1,15.9,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5885","Constitución, Asturias",59,6699,43.5354166,-5.6677534,"http://aqicn.org/city/spain/asturias/constitucion/","pm25","2017-03-27 04:00:00","+01:00",12.15,62,1008,19,1.1,16,59,0.1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5886","Argentina, Asturias",59,6700,43.5389232,-5.6997771,"http://aqicn.org/city/spain/asturias/argentina/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,40,3.1,12.8,59,0.1,14.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5887","H. Felgueroso, Asturias",59,6701,43.5338737,-5.6576454,"http://aqicn.org/city/spain/asturias/h.-felgueroso/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,24,1.6,6.9,59,0.1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5888","Castilla, Asturias",59,6702,-5.6473465,43.5369319,"http://aqicn.org/city/spain/asturias/castilla/","pm25","2017-03-27 04:00:00","+01:00",12.15,58,1008,50,3.7,5.8,59,0.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5889","San Martín, Asturias",38,6703,-5.6087488,43.2751294,"http://aqicn.org/city/spain/asturias/san-martin/","pm25","2017-03-27 04:00:00","+01:00",3.76,86,1010,4,1.1,1.9,38,0.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
"5890","P. Deportes, Asturias",25,6704,43.383156,-6.0749468,"http://aqicn.org/city/spain/asturias/p.-deportes/","pm25","2017-03-27 04:00:00","+01:00",3.76,86,1010,18,1.1,8.7,25,0.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27 00:41:11
